Hotel,Is_Canceled,Lead_Time,Arrival_Date_Year,Arrival_Date_Month,Arrival_Date_Week_Number,Arrival_Date_Day_of_Month,Stays_in_Weekend_Nights,Stays_in_Week_Nights,Adults,Children,Babies,Meal,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings_not_Canceled,Reserved_Room_Type,Assigned_Room_Type,Booking_Changes,Deposit_Type,Agent,Company,Days_in_Waiting_List,Customer_Type,ADR,Is Outlier?,Reservation_Status,Required_Car_Parking_Spaces,Total_of_Special_Requests,Reservation_Status_Date
Resort Hotel,1,196,2017,July,30,24,3,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153.75,Non Outlier,Canceled,0,1,2017-01-10
Resort Hotel,1,197,2017,July,30,25,2,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153.75,Non Outlier,Canceled,0,0,2017-01-10
Resort Hotel,1,15,2017,January,2,12,0,3,2,0,0,BB,NULL,Direct,Direct,0,2,0,E,E,0,No Deposit,NULL,NULL,0,Transient,57.60,Non Outlier,Canceled,0,3,2017-01-10
Resort Hotel,0,3,2017,January,2,9,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,NULL,286,0,Transient-Party,39.00,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,3,2017,January,2,9,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,NULL,286,0,Transient-Party,39.00,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,0,2017,January,2,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,NULL,9,0,Transient,35.00,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,6,2017,January,2,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,NULL,270,0,Transient,35.00,Non Outlier,Check-Out,0,1,2017-01-10
Resort Hotel,0,20,2017,January,1,1,4,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,39.76,Non Outlier,Check-Out,0,1,2017-01-10
Resort Hotel,0,19,2017,January,1,4,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,314,NULL,0,Transient,38.40,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,5,2017,January,2,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,112,0,Transient,42.00,Non Outlier,Check-Out,1,0,2017-01-10
Resort Hotel,0,5,2017,January,2,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,NULL,112,0,Transient,35.00,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,1,2017,January,2,10,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,2,2017-01-10
Resort Hotel,0,0,2017,January,2,10,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48.00,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,5,2017,January,2,8,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,55.00,Non Outlier,Check-Out,1,1,2017-01-10
Resort Hotel,0,4,2017,January,2,9,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,78.00,Non Outlier,Check-Out,0,1,2017-01-10
Resort Hotel,0,14,2017,January,2,8,2,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,68.00,Non Outlier,Check-Out,0,1,2017-01-10
Resort Hotel,0,26,2017,January,1,7,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43.50,Non Outlier,Check-Out,0,1,2017-01-10
Resort Hotel,0,1,2017,January,2,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,48.60,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,0,2017,January,2,10,0,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,10,2017,January,2,9,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,78.00,Non Outlier,Check-Out,0,2,2017-01-10
Resort Hotel,0,94,2017,January,1,4,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient,54.00,Non Outlier,Check-Out,0,2,2017-01-10
Resort Hotel,0,56,2017,January,1,5,2,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,34.00,Non Outlier,Check-Out,0,0,2017-01-10
Resort Hotel,0,1,2017,January,2,10,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,1,2017-01-10
Resort Hotel,1,84,2017,January,2,12,4,12,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,33.31,Non Outlier,No-Show,0,1,2017-01-10
Resort Hotel,1,13,2017,January,4,24,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,88.00,Non Outlier,Canceled,0,0,2017-01-10
Resort Hotel,1,30,2017,January,4,27,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,78.00,Non Outlier,Canceled,0,0,2017-01-10
Resort Hotel,1,16,2017,January,4,28,0,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,78.00,Non Outlier,Canceled,0,0,2017-01-10
Resort Hotel,1,61,2017,March,11,14,0,3,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,100.00,Non Outlier,Canceled,0,0,2017-01-10
Resort Hotel,1,82,2017,April,14,2,2,1,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,108.00,Non Outlier,Canceled,0,0,2017-01-10
Resort Hotel,1,97,2017,April,15,9,4,10,2,2,0,HB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,187.64,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,140,2017,May,19,10,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,48.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,171,2017,July,27,2,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,180.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,251,2017,July,27,5,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110.25,Non Outlier,Canceled,0,2,2017-01-11
Resort Hotel,1,192,2017,July,30,23,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,154.54,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,225,2017,August,32,8,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,206.00,Non Outlier,Canceled,0,2,2017-01-11
Resort Hotel,1,216,2017,August,33,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,181.00,Non Outlier,Canceled,0,1,2017-01-11
Resort Hotel,1,220,2017,August,33,19,4,6,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,244.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,246,2017,August,35,29,2,5,2,1,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,171.25,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,9,1,2,1,0,0,BB,NULL,Complementary,Direct,0,0,1,A,D,0,No Deposit,NULL,178,0,Group,0.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,39.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,23,A,D,0,No Deposit,88,NULL,0,Transient,35.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,1,2017,January,2,11,0,1,1,0,0,BB,PRT,Offline TA/TO,Corporate,1,0,2,A,D,0,No Deposit,6,NULL,0,Transient,30.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,5,2017,January,2,10,0,2,1,0,0,BB,PRT,Online TA,TA/TO,1,0,6,A,D,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,2,2017,January,2,9,1,2,2,0,0,BB,BRA,Direct,TA/TO,1,0,1,A,D,0,No Deposit,250,NULL,0,Group,44.00,Non Outlier,Check-Out,0,4,2017-01-11
Resort Hotel,0,1,2017,January,2,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240,NULL,0,Transient,48.00,Non Outlier,Check-Out,0,2,2017-01-11
Resort Hotel,0,1,2017,January,2,10,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,291,0,Transient,35.00,Non Outlier,Check-Out,1,0,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,2,0,0,BB,NLD,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,44.00,Non Outlier,Check-Out,1,2,2017-01-11
Resort Hotel,0,190,2017,January,1,5,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,66.60,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,170,2017,January,1,3,2,7,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,40.81,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,2,2017,January,2,11,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,14,2017,January,2,8,2,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,14,2017,January,2,8,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,48.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,68.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,74,2017,January,2,9,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,30.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,0,2017,January,2,8,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,D,2,No Deposit,250,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,68.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,0,2017,January,2,8,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,23,2017,January,1,5,2,5,2,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464,NULL,0,Transient,66.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,3,2017,January,2,9,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,35.11,Non Outlier,Check-Out,0,1,2017-01-11
Resort Hotel,0,0,2017,January,2,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,23,2017,January,1,5,2,5,1,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464,NULL,0,Transient,47.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,10,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,NULL,NULL,0,Transient,64.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,10,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,3,No Deposit,NULL,NULL,0,Transient,64.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,0,0,2017,January,2,10,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,39.00,Non Outlier,Check-Out,0,0,2017-01-11
Resort Hotel,1,36,2017,January,5,30,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,48.00,Non Outlier,Canceled,0,1,2017-01-11
Resort Hotel,1,32,2017,February,6,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48.00,Non Outlier,Canceled,0,1,2017-01-11
Resort Hotel,1,93,2017,February,7,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,62.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,93,2017,February,7,17,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,82.00,Non Outlier,Canceled,0,1,2017-01-11
Resort Hotel,1,339,2017,March,10,11,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NULL,0,Transient-Party,64.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,332,2017,March,10,11,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NULL,0,Transient-Party,71.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,160,2017,June,25,18,4,5,2,0,0,HB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,250,NULL,0,Transient,165.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,165,2017,June,26,26,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,140.00,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,262,2017,June,26,26,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,113.01,Non Outlier,Canceled,0,0,2017-01-11
Resort Hotel,1,179,2017,July,27,2,4,8,2,0,0,BB,LTU,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,111.00,Non Outlier,Canceled,0,0,2017-01-12
Resort Hotel,1,171,2017,July,27,3,2,5,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,185.71,Non Outlier,Canceled,0,0,2017-01-12
Resort Hotel,1,187,2017,July,29,19,2,7,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,183.33,Non Outlier,Canceled,0,0,2017-01-12
Resort Hotel,1,196,2017,July,30,27,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153.75,Non Outlier,Canceled,0,0,2017-01-12
Resort Hotel,1,233,2017,August,34,21,1,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153.75,Non Outlier,Canceled,0,2,2017-01-12
Resort Hotel,0,7,2017,January,2,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,2,A,A,0,No Deposit,NULL,116,0,Transient,38.00,Non Outlier,Check-Out,1,0,2017-01-12
Resort Hotel,0,1,2017,January,2,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,NULL,272,0,Transient-Party,35.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,0,2017,January,2,10,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,D,0,No Deposit,NULL,47,0,Transient,35.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,1,2017,January,2,11,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,D,0,No Deposit,6,NULL,0,Group,30.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,38,2017,January,1,3,2,8,2,0,0,HB,FRA,Direct,Direct,1,0,1,F,F,1,No Deposit,250,NULL,0,Transient,89.06,Non Outlier,Check-Out,1,0,2017-01-12
Resort Hotel,0,3,2017,January,2,12,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,240,NULL,0,Transient-Party,43.00,Non Outlier,Check-Out,0,2,2017-01-12
Resort Hotel,0,3,2017,January,2,12,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,240,NULL,0,Transient-Party,50.00,Non Outlier,Check-Out,1,2,2017-01-12
Resort Hotel,0,7,2017,January,2,12,0,1,1,0,0,BB,PRT,Corporate,TA/TO,1,0,1,A,A,0,No Deposit,NULL,39,0,Group,38.00,Non Outlier,Check-Out,1,0,2017-01-12
Resort Hotel,0,1,2017,January,2,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,NULL,421,0,Transient,35.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,2,2017,January,2,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,D,0,No Deposit,NULL,154,0,Transient,35.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,2,2017,January,2,12,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,1,2017-01-12
Resort Hotel,0,5,2017,January,2,9,1,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,39.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,1,2017,January,2,12,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,1,2017,January,2,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,272,0,Transient-Party,35.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,0,2017,January,2,12,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,0,2017,January,2,12,0,1,1,0,0,BB,CHN,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,39.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,0,2017,January,2,12,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,NULL,0,Transient,35.11,Non Outlier,Check-Out,0,1,2017-01-12
Resort Hotel,0,0,2017,January,2,12,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,1,2017-01-12
Resort Hotel,0,6,2017,January,2,10,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181,NULL,0,Transient-Party,34.00,Non Outlier,Check-Out,0,1,2017-01-12
Resort Hotel,0,6,2017,January,2,10,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181,NULL,0,Transient-Party,34.00,Non Outlier,Check-Out,1,1,2017-01-12
Resort Hotel,0,7,2017,January,2,11,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181,NULL,0,Transient,48.00,Non Outlier,Check-Out,2,1,2017-01-12
Resort Hotel,0,6,2017,January,2,10,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,181,NULL,0,Transient-Party,34.00,Non Outlier,Check-Out,0,1,2017-01-12
Resort Hotel,0,6,2017,January,2,10,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,181,NULL,0,Transient-Party,34.00,Non Outlier,Check-Out,0,1,2017-01-12
Resort Hotel,0,0,2017,January,2,10,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,NULL,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,1,2017,January,2,12,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,34.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,0,2017,January,2,12,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,85,2017,January,2,9,1,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,NULL,0,Transient,51.40,Non Outlier,Check-Out,0,2,2017-01-12
Resort Hotel,0,3,2017,January,2,11,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,240,NULL,0,Transient,65.00,Non Outlier,Check-Out,1,1,2017-01-12
Resort Hotel,0,74,2017,January,2,12,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,42.00,Non Outlier,Check-Out,0,2,2017-01-12
Resort Hotel,0,11,2017,January,2,9,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,34.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,11,2017,January,2,9,1,3,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,30.00,Non Outlier,Check-Out,0,0,2017-01-12
Resort Hotel,0,0,2017,January,2,11,0,2,1,0,0,HB,PRT,Direct,Direct,0,0,0,A,E,2,No Deposit,NULL,NULL,0,Transient,86.00,Non Outlier,Check-Out,1,0,2017-01-12
Resort Hotel,0,3,2017,January,2,12,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,169,0,Transient,47.00,Non Outlier,Check-Out,1,1,2017-01-12
Resort Hotel,1,27,2017,January,3,16,1,2,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient-Party,55.00,Non Outlier,Canceled,0,0,2017-01-12
Resort Hotel,1,81,2017,February,5,2,0,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240,NULL,0,Transient-Party,37.00,Non Outlier,Canceled,0,1,2017-01-12
Resort Hotel,1,148,2017,March,11,16,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,42.00,Non Outlier,Canceled,0,1,2017-01-12
Resort Hotel,1,155,2017,May,18,1,1,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,115.00,Non Outlier,Canceled,0,1,2017-01-12
Resort Hotel,1,155,2017,May,18,1,1,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,145.00,Non Outlier,Canceled,0,1,2017-01-12
Resort Hotel,1,279,2017,May,22,30,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,80.10,Non Outlier,Canceled,0,2,2017-01-13
Resort Hotel,0,13,2017,January,2,12,0,2,2,0,0,BB,PRT,Direct,Corporate,1,0,3,A,D,0,No Deposit,NULL,NULL,0,Transient,40.00,Non Outlier,Check-Out,0,0,2017-01-13
Resort Hotel,0,236,2017,January,2,10,0,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient,46.17,Non Outlier,Check-Out,0,1,2017-01-13
Resort Hotel,0,1,2017,January,2,13,0,1,2,0,0,BB,NLD,Direct,Direct,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,44.00,Non Outlier,Check-Out,0,1,2017-01-13
Resort Hotel,0,24,2017,January,1,7,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,3,No Deposit,314,NULL,0,Transient,70.64,Non Outlier,Check-Out,0,0,2017-01-13
Resort Hotel,0,4,2017,January,2,8,2,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,34.00,Non Outlier,Check-Out,0,0,2017-01-13
Resort Hotel,0,4,2017,January,2,13,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314,NULL,0,Transient-Party,34.40,Non Outlier,Check-Out,0,0,2017-01-13
Resort Hotel,0,4,2017,January,2,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314,NULL,0,Transient-Party,38.40,Non Outlier,Check-Out,0,0,2017-01-13
Resort Hotel,0,33,2017,January,2,9,1,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,6,NULL,0,Transient,34.00,Non Outlier,Check-Out,0,0,2017-01-13
